text,clause_type,label
"Notwithstanding anything the to contrary, indian law governs this contract",Governing Law,12
indian law governs this contract,Governing Law,12
The parties agree that applicable and venue for legal proceedings,Governing Law,12
indian law governs this contract,Governing Law,12
It is understood that submit to jurisdiction of courts in mumbai,Governing Law,12
"For the avoidance of doubt, agreement governed by laws of specified jurisdiction",Governing Law,12
The parties agree that jurisdiction clause specifies competent courts,Governing Law,12
It is understood that jurisdiction clause specifies competent courts,Governing Law,12
Laws of Maharashtra govern regard to conflicts,Governing Law,12
"For the avoidance of doubt, applicable law and venue for legal proceedings",Governing Law,12
"Subject to the terms herein, courts of designated state have exclusive jurisdiction",Governing Law,12
It is understood that laws of maharashtra govern without regard to conflicts,Governing Law,12
"doubt, the avoidance of For indian law governs this contract",Governing Law,12
jurisdiction governed by laws of specified Agreement,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
The parties agree that indian law governs this,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Indian law governs this contract,Governing Law,12
"For the avoidance of doubt, designated of courts state have exclusive jurisdiction",Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"For the avoidance of doubt, courts of designated state have exclusive jurisdiction",Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
laws of maharashtra govern without regard to conflicts,Governing Law,12
"Subject to the terms herein, indian law governs this contract",Governing Law,12
It is understood that parties submit to jurisdiction of courts in mumbai,Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
"Subject to the terms herein, indian law governs this contract",Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
"Subject to the terms herein, applicable law and venue for legal proceedings",Governing Law,12
Courts of designated state have jurisdiction exclusive,Governing Law,12
"Notwithstanding anything to the contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
"Notwithstanding anything the contrary, courts of designated state have exclusive jurisdiction",Governing Law,12
"For the avoidance of doubt, indian law governs this contract",Governing Law,12
Notwithstanding anything to the courts of designated state have exclusive jurisdiction,Governing Law,12
The parties agree that applicable law and venue for legal proceedings,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
"For the avoidance of doubt, indian law governs this contract",Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
"Subject to the terms herein, courts of designated state have exclusive jurisdiction",Governing Law,12
"For avoidance the of doubt, jurisdiction clause specifies competent courts",Governing Law,12
It is understood that indian law governs this contract,Governing Law,12
applicable law and for legal proceedings,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
"Notwithstanding anything to the contrary, indian governs this contract",Governing Law,12
Indian law governs this contract,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
APPLICABLE LAW AND VENUE FOR LEGAL PROCEEDINGS,Governing Law,12
courts of designated state have exclusive jurisdiction,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
"Subject to the terms herein, indian law governs this contract",Governing Law,12
"For the avoidance of without laws of maharashtra govern doubt, regard to conflicts",Governing Law,12
The parties agree that applicable law and venue for proceedings,Governing Law,12
applicable law and venue for legal,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Applicable law and for venue legal proceedings,Governing Law,12
"For the avoidance of doubt, agreement governed by laws of specified jurisdiction",Governing Law,12
applicable law and venue for legal,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
proceedings law and venue for legal Applicable,Governing Law,12
It is understood that parties submit to jurisdiction courts in mumbai,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
"Subject to the terms herein, applicable law and venue for legal proceedings",Governing Law,12
The parties agree that indian law governs this contract,Governing Law,12
Agreement specified by laws of governed jurisdiction,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
PARTIES SUBMIT TO JURISDICTION OF COURTS IN MUMBAI,Governing Law,12
PARTIES SUBMIT TO JURISDICTION OF COURTS MUMBAI,Governing Law,12
"Notwithstanding anything to the in parties submit to jurisdiction of courts contrary, mumbai",Governing Law,12
laws of maharashtra govern without regard to conflicts,Governing Law,12
It maharashtra understood that laws of is govern without regard to conflicts,Governing Law,12
AGREEMENT GOVERNED BY LAWS OF SPECIFIED JURISDICTION,Governing Law,12
The parties agree that courts of designated have exclusive jurisdiction,Governing Law,12
AGREEMENT GOVERNED BY LAWS OF SPECIFIED,Governing Law,12
"For the avoidance of doubt, applicable law and venue for legal proceedings",Governing Law,12
"Subject to the terms herein, applicable law and venue for legal proceedings",Governing Law,12
"Notwithstanding anything to the contrary, jurisdiction clause specifies competent courts",Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Indian law governs this contract,Governing Law,12
INDIAN LAW GOVERNS THIS CONTRACT,Governing Law,12
Laws of Maharashtra govern regard to conflicts,Governing Law,12
It is understood that courts of designated state have jurisdiction,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"Notwithstanding anything to the contrary, parties submit to jurisdiction of courts in mumbai",Governing Law,12
Courts of designated have exclusive jurisdiction,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
"For the avoidance of doubt, agreement governed by laws of specified jurisdiction",Governing Law,12
"For the avoidance of doubt, jurisdiction clause specifies competent courts",Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
The parties agree that courts of designated state have exclusive jurisdiction,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
Parties submit to jurisdiction courts in Mumbai,Governing Law,12
Applicable and venue for legal proceedings,Governing Law,12
